14
Mn  0.00000   0.00000   0.39429   
Mn  0.66667   0.33333   0.60571   
Bi  0.00000   0.00000   0.66277   
Bi  0.66667   0.33333   0.33723   
Bi  0.33333   0.66667   0.45136   
Bi  0.33333   0.66667   0.54864   
Te  0.00000   0.00000   0.47862   
Te  0.00000   0.00000   0.30997   
Te  0.66667   0.33333   0.69003   
Te  0.66667   0.33333   0.52138   
Te  0.00000   0.00000   0.58204   
Te  0.66667   0.33333   0.41796   
Te  0.33333   0.66667   0.37063   
Te  0.33333   0.66667   0.62937   
